pc_timestamp,seq,esp_timestamp_ms,ax_g,ay_g,az_g,gx_dps,gy_dps,gz_dps
2025-11-08 17:04:15.288,199,10,0.011,-0.008,1.014,-0.061,-0.061,0.061
2025-11-08 17:04:15.288,200,10,0.012,-0.009,1.014,0.0,-0.244,0.0
2025-11-08 17:04:15.289,201,10,0.012,-0.009,1.014,0.183,0.061,0.061
2025-11-08 17:04:15.348,202,10,0.013,-0.009,1.014,0.061,-0.061,-0.061
2025-11-08 17:04:15.348,203,10,0.012,-0.008,1.013,0.061,-0.061,0.0
2025-11-08 17:04:15.348,204,10,0.012,-0.01,1.013,0.061,-0.061,0.122
2025-11-08 17:04:15.349,205,10,0.015,-0.01,1.014,0.183,-0.061,0.0
2025-11-08 17:04:15.350,206,10,0.013,-0.009,1.014,0.061,-0.122,0.061
2025-11-08 17:04:15.350,207,10,0.013,-0.01,1.014,0.0,0.0,-0.061
2025-11-08 17:04:15.351,208,10,0.012,-0.009,1.012,0.122,-0.122,-0.122
2025-11-08 17:04:15.352,209,10,0.014,-0.008,1.013,-0.061,0.061,-0.122
2025-11-08 17:04:15.353,210,10,0.013,-0.01,1.013,-0.061,0.0,0.0
2025-11-08 17:04:15.408,211,10,0.015,-0.008,1.012,0.122,0.0,-0.061
2025-11-08 17:04:15.408,212,10,0.013,-0.007,1.013,0.061,0.061,0.061
2025-11-08 17:04:15.408,213,10,0.011,-0.009,1.014,-0.183,-0.183,0.061
2025-11-08 17:04:15.409,214,10,0.012,-0.009,1.012,0.061,0.061,0.061
2025-11-08 17:04:15.410,215,10,0.014,-0.008,1.013,0.061,0.061,-0.183
2025-11-08 17:04:15.468,216,10,0.014,-0.007,1.013,0.061,0.061,-0.122
2025-11-08 17:04:15.468,217,10,0.014,-0.009,1.011,0.0,0.0,0.0
2025-11-08 17:04:15.468,218,10,0.012,-0.009,1.013,0.0,-0.122,-0.061
2025-11-08 17:04:15.469,219,10,0.012,-0.009,1.013,0.0,0.0,0.122
2025-11-08 17:04:15.470,220,10,0.012,-0.01,1.014,0.061,0.0,0.122
2025-11-08 17:04:15.471,221,10,0.013,-0.009,1.013,0.0,0.122,-0.061
2025-11-08 17:04:15.527,222,10,0.012,-0.008,1.013,0.183,0.0,0.061
2025-11-08 17:04:15.528,223,10,0.015,-0.008,1.013,0.0,-0.061,0.0
2025-11-08 17:04:15.529,224,10,0.012,-0.01,1.013,-0.061,0.0,0.0
2025-11-08 17:04:15.529,225,10,0.011,-0.01,1.012,0.061,-0.061,-0.122
2025-11-08 17:04:15.530,226,10,0.012,-0.009,1.012,0.0,-0.061,-0.122
2025-11-08 17:04:15.530,227,10,0.011,-0.008,1.013,0.122,-0.061,0.0
2025-11-08 17:04:15.587,228,10,0.012,-0.008,1.013,0.0,0.061,-0.061
2025-11-08 17:04:15.588,229,10,0.014,-0.009,1.012,-0.061,0.0,-0.061
2025-11-08 17:04:15.588,230,10,0.014,-0.009,1.014,0.122,-0.244,0.0
2025-11-08 17:04:15.589,231,10,0.013,-0.009,1.013,-0.122,0.061,-0.183
2025-11-08 17:04:15.590,232,10,0.014,-0.008,1.013,-0.061,-0.061,-0.061
2025-11-08 17:04:15.590,233,10,0.013,-0.01,1.013,0.0,-0.061,-0.122
2025-11-08 17:04:15.648,234,10,0.013,-0.009,1.013,0.0,-0.061,-0.122
